name,symbol,website_slug,circulating_supply,last_updated,max_supply,quotes,rank,total_supply
Bitcoin,BTC,bitcoin,17125737.0,1530459378.0,21000000.0,"{'USD': {'price': 6312.71, 'volume_24h': 4077210000.0, 'market_cap': 108109811217.0, 'percent_change_1h': -0.39, 'percent_change_24h': -1.13, 'percent_change_7d': 4.65}}",1.0,17125737.0
Bitcoin,BTC,bitcoin,17125925.0,1530473129.0,21000000.0,"{'USD': {'price': 6332.03, 'volume_24h': 4312930000.0, 'market_cap': 108441870878.0, 'percent_change_1h': -0.24, 'percent_change_24h': -0.23, 'percent_change_7d': 3.64}}",1.0,17125925.0
Litecoin,LTC,litecoin,57219646.0,1530473101.0,84000000.0,"{'USD': {'price': 79.4842, 'volume_24h': 316605000.0, 'market_cap': 4548057782.0, 'percent_change_1h': -0.04, 'percent_change_24h': -0.77, 'percent_change_7d': -0.37}}",6.0,57219646.0
Namecoin,NMC,namecoin,14736400.0,1530473101.0,42000000.0,"{'USD': {'price': 1.29711, 'volume_24h': 103699.0, 'market_cap': 19114732.0, 'percent_change_1h': -0.31, 'percent_change_24h': 0.74, 'percent_change_7d': -0.31}}",282.0,14736400.0
Terracoin,TRC,terracoin,22935396.0,1530473104.0,42000000.0,"{'USD': {'price': 0.111348, 'volume_24h': 7774.92, 'market_cap': 2553811.0, 'percent_change_1h': 5.6, 'percent_change_24h': -7.22, 'percent_change_7d': 40.13}}",686.0,22935396.0
Peercoin,PPC,peercoin,24833374.0,1530473103.0,,"{'USD': {'price': 1.32869, 'volume_24h': 547363.0, 'market_cap': 32995855.0, 'percent_change_1h': 1.42, 'percent_change_24h': -3.36, 'percent_change_7d': -8.78}}",197.0,24833374.0
Novacoin,NVC,novacoin,2113708.0,1530473104.0,336000000.0,"{'USD': {'price': 2.69371, 'volume_24h': 8613.75, 'market_cap': 5693718.0, 'percent_change_1h': -0.26, 'percent_change_24h': -0.61, 'percent_change_7d': 1.68}}",523.0,2113708.0
Mincoin,MNC,mincoin,4602271.0,1530459362.0,,"{'USD': {'price': 0.0236933, 'volume_24h': 210.37, 'market_cap': 109043.0, 'percent_change_1h': -0.51, 'percent_change_24h': -0.45, 'percent_change_7d': 15.11}}",1234.0,4602271.0
Feathercoin,FTC,feathercoin,205432680.0,1530473101.0,336000000.0,"{'USD': {'price': 0.0815197, 'volume_24h': 90671.0, 'market_cap': 16746810.0, 'percent_change_1h': -0.2, 'percent_change_24h': -4.01, 'percent_change_7d': -17.26}}",308.0,205432680.0
Mincoin,MNC,mincoin,4602271.0,1530473101.0,,"{'USD': {'price': 0.0235344, 'volume_24h': 230.943, 'market_cap': 108312.0, 'percent_change_1h': -1.46, 'percent_change_24h': -0.78, 'percent_change_7d': 13.53}}",1229.0,4602271.0
Freicoin,FRC,freicoin,31111710.0,1530473103.0,,"{'USD': {'price': 0.00435354, 'volume_24h': 219.731, 'market_cap': 135446.0, 'percent_change_1h': -0.31, 'percent_change_24h': -18.4, 'percent_change_7d': -7.58}}",1207.0,100000000.0
WorldCoin,WDC,worldcoin,119606941.0,1530459361.0,,"{'USD': {'price': 0.00598634, 'volume_24h': 59.0482, 'market_cap': 716008.0, 'percent_change_1h': 0.19, 'percent_change_24h': 0.06, 'percent_change_7d': 0.39}}",1085.0,119606941.0
Digitalcoin,DGC,digitalcoin,29466683.0,1530459361.0,48166000.0,"{'USD': {'price': 0.0391451, 'volume_24h': 1504.45, 'market_cap': 1153476.0, 'percent_change_1h': -0.85, 'percent_change_24h': -3.31, 'percent_change_7d': 10.57}}",803.0,29466683.0
Ixcoin,IXC,ixcoin,21004891.0,1530473101.0,72245700.0,"{'USD': {'price': 0.103937, 'volume_24h': 789.182, 'market_cap': 2183185.0, 'percent_change_1h': -0.31, 'percent_change_24h': -10.46, 'percent_change_7d': -24.55}}",714.0,21004891.0
BitBar,BTB,bitbar,37854.0,1530473103.0,,"{'USD': {'price': 10.3433, 'volume_24h': 448.301, 'market_cap': 391533.0, 'percent_change_1h': -0.31, 'percent_change_24h': -0.4, 'percent_change_7d': -2.79}}",1123.0,37854.0
Fastcoin,FST,fastcoin,156913424.0,1530459361.0,165888000.0,"{'USD': {'price': 0.00252057, 'volume_24h': 3.95348, 'market_cap': 395511.0, 'percent_change_1h': -0.51, 'percent_change_24h': 1.99, 'percent_change_7d': -8.72}}",1127.0,156913424.0
WorldCoin,WDC,worldcoin,119606941.0,1530473103.0,,"{'USD': {'price': 0.00599401, 'volume_24h': 51.9506, 'market_cap': 716925.0, 'percent_change_1h': -0.31, 'percent_change_24h': 0.67, 'percent_change_7d': -3.46}}",1082.0,119606941.0
Phoenixcoin,PXC,phoenixcoin,67512350.0,1530459361.0,,"{'USD': {'price': 0.00586032, 'volume_24h': 140.063, 'market_cap': 395644.0, 'percent_change_1h': -0.51, 'percent_change_24h': 0.09, 'percent_change_7d': 5.93}}",1126.0,67512350.0
Digitalcoin,DGC,digitalcoin,29468533.0,1530473103.0,48166000.0,"{'USD': {'price': 0.0392148, 'volume_24h': 608.902, 'market_cap': 1155603.0, 'percent_change_1h': -0.44, 'percent_change_24h': -2.21, 'percent_change_7d': 5.99}}",802.0,29468533.0
Infinitecoin,IFC,infinitecoin,,1530459361.0,,"{'USD': {'price': 3.33975e-05, 'volume_24h': 12556.9, 'market_cap': None, 'percent_change_1h': -1.13, 'percent_change_24h': -7.89, 'percent_change_7d': -19.73}}",1459.0,90596274910.0
Primecoin,XPM,primecoin,24113784.0,1530459361.0,,"{'USD': {'price': 1.17816, 'volume_24h': 280859.0, 'market_cap': 28409896.0, 'percent_change_1h': -3.81, 'percent_change_24h': -3.84, 'percent_change_7d': -3.25}}",216.0,24113784.0
Anoncoin,ANC,anoncoin,2110317.0,1530459365.0,,"{'USD': {'price': 1.06538, 'volume_24h': 201.856, 'market_cap': 2248289.0, 'percent_change_1h': -0.51, 'percent_change_24h': -0.96, 'percent_change_7d': 24.51}}",1034.0,2110317.0
CasinoCoin,CSC,casinocoin,35973085511.0,1530459365.0,,"{'USD': {'price': 0.000455883, 'volume_24h': 7417.31, 'market_cap': 16399518.0, 'percent_change_1h': -0.99, 'percent_change_24h': -9.32, 'percent_change_7d': 5.32}}",315.0,39999999905.0
Bullion,CBX,bullion,1016249.0,1530459361.0,,"{'USD': {'price': 1.44132, 'volume_24h': 857.718, 'market_cap': 1464740.0, 'percent_change_1h': -0.51, 'percent_change_24h': -18.01, 'percent_change_7d': -12.8}}",770.0,1016249.0
Emerald Crypto,EMD,emerald,19117129.0,1530432665.0,,"{'USD': {'price': 0.00700506, 'volume_24h': None, 'market_cap': 133917.0, 'percent_change_1h': None, 'percent_change_24h': 0.06, 'percent_change_7d': 2.88}}",1213.0,19117129.0
GoldCoin,GLD,goldcoin,41116452.0,1530473101.0,72245700.0,"{'USD': {'price': 0.0737167, 'volume_24h': 20312.1, 'market_cap': 3030969.0, 'percent_change_1h': -2.3, 'percent_change_24h': -7.37, 'percent_change_7d': -14.84}}",653.0,41116452.0
XRP,XRP,ripple,39262097329.0,1530459361.0,100000000000.0,"{'USD': {'price': 0.451398, 'volume_24h': 266460000.0, 'market_cap': 17722832210.0, 'percent_change_1h': -0.43, 'percent_change_24h': -2.8, 'percent_change_7d': -3.93}}",3.0,99991924336.0
Quark,QRK,quark,255614678.0,1530459362.0,,"{'USD': {'price': 0.00823854, 'volume_24h': 901.489, 'market_cap': 2105892.0, 'percent_change_1h': -2.79, 'percent_change_24h': 18.55, 'percent_change_7d': 10.61}}",723.0,255614678.0
Zetacoin,ZET,zetacoin,168271911.0,1530459362.0,,"{'USD': {'price': 0.00424375, 'volume_24h': 95397.8, 'market_cap': 714104.0, 'percent_change_1h': 2.03, 'percent_change_24h': 4.03, 'percent_change_7d': 15.62}}",854.0,168271911.0
SecureCoin,SRC,securecoin,8749501.0,1530459361.0,,"{'USD': {'price': 0.0182111, 'volume_24h': 123.537, 'market_cap': 159338.0, 'percent_change_1h': -0.8, 'percent_change_24h': 1.49, 'percent_change_7d': 6.41}}",1192.0,8749501.0
Sexcoin,SXC,sexcoin,127389520.0,1530459361.0,,"{'USD': {'price': 0.00871331, 'volume_24h': 724.424, 'market_cap': 1109984.0, 'percent_change_1h': -0.93, 'percent_change_24h': -33.98, 'percent_change_7d': -35.13}}",809.0,127389520.0
Argentum,ARG,argentum,9756337.0,1530473101.0,,"{'USD': {'price': 0.134329, 'volume_24h': 245.84, 'market_cap': 1310559.0, 'percent_change_1h': -0.19, 'percent_change_24h': -0.27, 'percent_change_7d': 36.34}}",1052.0,9756337.0
Fastcoin,FST,fastcoin,156913424.0,1530470342.0,165888000.0,"{'USD': {'price': 0.0025286, 'volume_24h': None, 'market_cap': 396771.0, 'percent_change_1h': -0.12, 'percent_change_24h': -0.2, 'percent_change_7d': -10.33}}",1121.0,156913424.0
FlorinCoin,FLO,florincoin,144678140.0,1530459365.0,160000000.0,"{'USD': {'price': 0.0440976, 'volume_24h': 14546.4, 'market_cap': 6379959.0, 'percent_change_1h': -0.96, 'percent_change_24h': 0.03, 'percent_change_7d': -17.98}}",498.0,144678140.0
Bitgem,BTG,bitgem,61131.0,1530473101.0,1000000000.0,"{'USD': {'price': 4.49059, 'volume_24h': 238.382, 'market_cap': 274514.0, 'percent_change_1h': -0.31, 'percent_change_24h': -0.39, 'percent_change_7d': -7.11}}",1150.0,61131.0
Phoenixcoin,PXC,phoenixcoin,67517950.0,1530473101.0,,"{'USD': {'price': 0.00593092, 'volume_24h': 367.577, 'market_cap': 400444.0, 'percent_change_1h': -5.19, 'percent_change_24h': -0.04, 'percent_change_7d': 5.6}}",1119.0,67517950.0
Joulecoin,XJO,joulecoin,36160007.0,1530459364.0,,"{'USD': {'price': 0.00867341, 'volume_24h': 38.5975, 'market_cap': 313631.0, 'percent_change_1h': 0.15, 'percent_change_24h': -0.69, 'percent_change_7d': 8.68}}",1144.0,36160007.0
Megacoin,MEC,megacoin,37211162.0,1530473103.0,42000000.0,"{'USD': {'price': 0.0227141, 'volume_24h': 475.208, 'market_cap': 845218.0, 'percent_change_1h': -4.55, 'percent_change_24h': 0.82, 'percent_change_7d': 11.0}}",1072.0,37211162.0
BetaCoin,BET,betacoin,,1530459361.0,,"{'USD': {'price': 0.00189042, 'volume_24h': 26.2048, 'market_cap': None, 'percent_change_1h': -0.51, 'percent_change_24h': 2.43, 'percent_change_7d': -5.38}}",1531.0,
GrandCoin,GDC,grandcoin,,1530459361.0,1420609614.0,"{'USD': {'price': 0.000252057, 'volume_24h': 199.038, 'market_cap': None, 'percent_change_1h': -0.51, 'percent_change_24h': 8.01, 'percent_change_7d': 109.23}}",1507.0,
Deutsche eMark,DEM,deutsche-emark,39569486.0,1530459361.0,,"{'USD': {'price': 0.0138637, 'volume_24h': 724.341, 'market_cap': 548579.0, 'percent_change_1h': -0.96, 'percent_change_24h': 0.4, 'percent_change_7d': -16.9}}",877.0,46551462.0
Infinitecoin,IFC,infinitecoin,115101500656.0,1530473103.0,,"{'USD': {'price': 3.46959e-05, 'volume_24h': 11871.5, 'market_cap': None, 'percent_change_1h': -0.31, 'percent_change_24h': -7.16, 'percent_change_7d': -18.6}}",1458.0,90596274910.0
Primecoin,XPM,primecoin,24115526.0,1530473101.0,,"{'USD': {'price': 1.19625, 'volume_24h': 338242.0, 'market_cap': 28848198.0, 'percent_change_1h': -1.0, 'percent_change_24h': -0.85, 'percent_change_7d': -1.69}}",220.0,24115526.0
Anoncoin,ANC,anoncoin,2110317.0,1530473103.0,,"{'USD': {'price': 1.06674, 'volume_24h': 199.245, 'market_cap': 2251159.0, 'percent_change_1h': -0.31, 'percent_change_24h': -6.11, 'percent_change_7d': 9.44}}",1032.0,2110317.0
Diamond,DMD,diamond,2843166.0,1530459361.0,4380000.0,"{'USD': {'price': 3.37101, 'volume_24h': 5048.14, 'market_cap': 9584341.0, 'percent_change_1h': -3.89, 'percent_change_24h': -4.33, 'percent_change_7d': -3.7}}",417.0,2843166.0
CasinoCoin,CSC,casinocoin,35973085511.0,1530473103.0,120000000.0,"{'USD': {'price': 0.000447061, 'volume_24h': 7361.95, 'market_cap': 16082164.0, 'percent_change_1h': -2.19, 'percent_change_24h': -11.78, 'percent_change_7d': -0.8}}",316.0,39999999905.0
Tigercoin,TGC,tigercoin,43536800.0,1530459362.0,,"{'USD': {'price': 0.00466305, 'volume_24h': 144.98, 'market_cap': 203014.0, 'percent_change_1h': -0.51, 'percent_change_24h': -0.35, 'percent_change_7d': 2.2}}",1179.0,43536800.0
Orbitcoin,ORB,orbitcoin,3220616.0,1530459365.0,,"{'USD': {'price': 0.240021, 'volume_24h': 34.2394, 'market_cap': 773016.0, 'percent_change_1h': -0.8, 'percent_change_24h': -1.46, 'percent_change_7d': -1.4}}",1079.0,3220616.0
Omni,OMNI,omni,561185.0,1530459365.0,,"{'USD': {'price': 16.7345, 'volume_24h': 22207.2, 'market_cap': 9391142.0, 'percent_change_1h': -0.53, 'percent_change_24h': -4.91, 'percent_change_7d': 6.94}}",424.0,617501.0
Bullion,CBX,bullion,1016249.0,1530473103.0,,"{'USD': {'price': 1.44317, 'volume_24h': 797.882, 'market_cap': 1466620.0, 'percent_change_1h': -0.31, 'percent_change_24h': -17.58, 'percent_change_7d': -9.72}}",767.0,1016249.0
Emerald Crypto,EMD,emerald,19117129.0,1530432665.0,,"{'USD': {'price': 0.00700506, 'volume_24h': None, 'market_cap': 133917.0, 'percent_change_1h': None, 'percent_change_24h': 0.54, 'percent_change_7d': 2.42}}",1210.0,19117129.0
GlobalCoin,GLC,globalcoin,65171010.0,1530473103.0,,"{'USD': {'price': 0.00189285, 'volume_24h': 50.2542, 'market_cap': 123359.0, 'percent_change_1h': -0.31, 'percent_change_24h': -0.39, 'percent_change_7d': -26.12}}",1220.0,65171010.0
XRP,XRP,ripple,39262097329.0,1530473101.0,100000000000.0,"{'USD': {'price': 0.4555, 'volume_24h': 260888000.0, 'market_cap': 17883885333.0, 'percent_change_1h': -0.1, 'percent_change_24h': -0.73, 'percent_change_7d': -3.96}}",3.0,99991924336.0
Quark,QRK,quark,255614678.0,1530473103.0,,"{'USD': {'price': 0.00785201, 'volume_24h': 924.118, 'market_cap': 2007089.0, 'percent_change_1h': -0.31, 'percent_change_24h': 2.45, 'percent_change_7d': 5.7}}",727.0,255614678.0
42-coin,42,42-coin,42.0,1530459364.0,,"{'USD': {'price': 26199.7, 'volume_24h': 1710.53, 'market_cap': 1100387.0, 'percent_change_1h': -1.45, 'percent_change_24h': 8.18, 'percent_change_7d': 18.44}}",810.0,42.0
Vertcoin,VTC,vertcoin,44892875.0,1530459364.0,84000000.0,"{'USD': {'price': 0.857509, 'volume_24h': 608783.0, 'market_cap': 38496044.0, 'percent_change_1h': -1.48, 'percent_change_24h': -1.3, 'percent_change_7d': -1.63}}",179.0,44892875.0
Zetacoin,ZET,zetacoin,168272428.0,1530473103.0,,"{'USD': {'price': 0.00411747, 'volume_24h': 91246.8, 'market_cap': 692857.0, 'percent_change_1h': -1.54, 'percent_change_24h': 0.58, 'percent_change_7d': 7.89}}",860.0,168272428.0
SecureCoin,SRC,securecoin,8750681.0,1530473101.0,,"{'USD': {'price': 0.0182344, 'volume_24h': 98.3353, 'market_cap': 159563.0, 'percent_change_1h': -0.31, 'percent_change_24h': 1.84, 'percent_change_7d': 6.7}}",1190.0,8750681.0
Sexcoin,SXC,sexcoin,127390876.0,1530473102.0,21000000000.0,"{'USD': {'price': 0.00989599, 'volume_24h': 979.016, 'market_cap': 1260659.0, 'percent_change_1h': -0.23, 'percent_change_24h': -21.66, 'percent_change_7d': -26.95}}",787.0,127390876.0
SmartCoin,SMC,smartcoin,24696632.0,1530459364.0,,"{'USD': {'price': 0.00903891, 'volume_24h': 84.9317, 'market_cap': 223231.0, 'percent_change_1h': -0.51, 'percent_change_24h': -1.05, 'percent_change_7d': 2.47}}",1172.0,24696632.0
TeslaCoin,TES,teslacoin,75742290.0,1530459362.0,,"{'USD': {'price': 0.0194084, 'volume_24h': 299.531, 'market_cap': 1470037.0, 'percent_change_1h': 10.62, 'percent_change_24h': 1.99, 'percent_change_7d': 4.92}}",1052.0,75742290.0
TagCoin,TAG,tagcoin,6433866.0,1530473103.0,,"{'USD': {'price': 0.0499711, 'volume_24h': 31.145, 'market_cap': 321507.0, 'percent_change_1h': -0.31, 'percent_change_24h': 1.04, 'percent_change_7d': 10.99}}",1138.0,6433866.0
ReddCoin,RDD,reddcoin,28808713174.0,1530459364.0,,"{'USD': {'price': 0.00482004, 'volume_24h': 1519740.0, 'market_cap': 138859150.0, 'percent_change_1h': -1.71, 'percent_change_24h': -2.48, 'percent_change_7d': -7.03}}",69.0,28808713174.0
I0Coin,I0C,i0coin,20991990.0,1530473103.0,337000000.0,"{'USD': {'price': 0.157106, 'volume_24h': 286.87, 'market_cap': 3297968.0, 'percent_change_1h': 2.15, 'percent_change_24h': -2.33, 'percent_change_7d': 72.77}}",1026.0,20991990.0
FlorinCoin,FLO,florincoin,144682454.0,1530473103.0,160000000.0,"{'USD': {'price': 0.044128, 'volume_24h': 18070.9, 'market_cap': 6384547.0, 'percent_change_1h': -0.64, 'percent_change_24h': -0.4, 'percent_change_7d': -13.41}}",498.0,144682454.0
PotCoin,POT,potcoin,220206045.0,1530459364.0,420000000.0,"{'USD': {'price': 0.0521669, 'volume_24h': 20771.6, 'market_cap': 11487467.0, 'percent_change_1h': -0.31, 'percent_change_24h': -0.24, 'percent_change_7d': -13.87}}",380.0,220206045.0
Nxt,NXT,nxt,998999942.0,1530473103.0,1000000000.0,"{'USD': {'price': 0.0955228, 'volume_24h': 2871530.0, 'market_cap': 95427272.0, 'percent_change_1h': 1.33, 'percent_change_24h': 1.11, 'percent_change_7d': 3.94}}",94.0,998999942.0
Unobtanium,UNO,unobtanium,198869.0,1530473104.0,,"{'USD': {'price': 161.593, 'volume_24h': 11102.8, 'market_cap': 32135829.0, 'percent_change_1h': -0.04, 'percent_change_24h': -1.7, 'percent_change_7d': 21.65}}",203.0,198869.0
Joulecoin,XJO,joulecoin,36161423.0,1530473101.0,,"{'USD': {'price': 0.00869845, 'volume_24h': 46.1542, 'market_cap': 314548.0, 'percent_change_1h': -0.26, 'percent_change_24h': 0.5, 'percent_change_7d': 8.88}}",1140.0,36161423.0
Datacoin,DTC,datacoin,32053496.0,1530473103.0,,"{'USD': {'price': 0.00567854, 'volume_24h': 47.3348, 'market_cap': 182017.0, 'percent_change_1h': -0.31, 'percent_change_24h': 26.27, 'percent_change_7d': 32.98}}",1184.0,32053496.0
BetaCoin,BET,betacoin,8164196.0,1530473101.0,18900000.0,"{'USD': {'price': 0.00189285, 'volume_24h': 26.2384, 'market_cap': None, 'percent_change_1h': -0.31, 'percent_change_24h': 2.55, 'percent_change_7d': -4.68}}",1531.0,8164196.0
GrandCoin,GDC,grandcoin,2616218.0,1530473103.0,1420609614.0,"{'USD': {'price': 0.000252379, 'volume_24h': 314.884, 'market_cap': None, 'percent_change_1h': -0.31, 'percent_change_24h': 32.81, 'percent_change_7d': 92.68}}",1503.0,2616218.0
Deutsche eMark,DEM,deutsche-emark,39574836.0,1530473103.0,10000000.0,"{'USD': {'price': 0.0142591, 'volume_24h': 700.089, 'market_cap': 564302.0, 'percent_change_1h': -0.31, 'percent_change_24h': 3.23, 'percent_change_7d': -11.17}}",880.0,46556812.0
TopCoin,TOP,topcoin,,1530459365.0,,"{'USD': {'price': 0.00075617, 'volume_24h': 19.9839, 'market_cap': None, 'percent_change_1h': -0.51, 'percent_change_24h': None, 'percent_change_7d': -10.33}}",1540.0,41643721.0
Dogecoin,DOGE,dogecoin,115101500656.0,1530473101.0,,"{'USD': {'price': 0.00247653, 'volume_24h': 8377470.0, 'market_cap': 285052319.0, 'percent_change_1h': -0.31, 'percent_change_24h': -0.92, 'percent_change_7d': -1.61}}",43.0,115101500656.0
NetCoin,NET,netcoin,787126712.0,1530473103.0,,"{'USD': {'price': 0.000630948, 'volume_24h': 211.102, 'market_cap': 496636.0, 'percent_change_1h': -0.31, 'percent_change_24h': -0.39, 'percent_change_7d': 3.43}}",1105.0,787126712.0
Philosopher Stones,PHS,philosopher-stones,6014340.0,1530473103.0,,"{'USD': {'price': 0.0333141, 'volume_24h': 346.99, 'market_cap': 200362.0, 'percent_change_1h': -0.31, 'percent_change_24h': 1.14, 'percent_change_7d': 14.52}}",1176.0,6014340.0
Diamond,DMD,diamond,2843401.0,1530473104.0,4380000.0,"{'USD': {'price': 3.37544, 'volume_24h': 2420.83, 'market_cap': 9597730.0, 'percent_change_1h': -2.95, 'percent_change_24h': -4.61, 'percent_change_7d': -5.03}}",419.0,2843401.0
HoboNickels,HBN,hobonickels,64151405.0,1530473101.0,120000000.0,"{'USD': {'price': 0.00750829, 'volume_24h': 308.09, 'market_cap': 481667.0, 'percent_change_1h': -0.31, 'percent_change_24h': -0.39, 'percent_change_7d': 13.67}}",1109.0,64151405.0
Tigercoin,TGC,tigercoin,43536800.0,1530473103.0,,"{'USD': {'price': 0.00460592, 'volume_24h': 146.608, 'market_cap': 200527.0, 'percent_change_1h': -0.31, 'percent_change_24h': -1.74, 'percent_change_7d': 1.29}}",1175.0,43536800.0
Orbitcoin,ORB,orbitcoin,3220616.0,1530473103.0,,"{'USD': {'price': 0.240328, 'volume_24h': 72.0815, 'market_cap': 774004.0, 'percent_change_1h': -0.31, 'percent_change_24h': -0.45, 'percent_change_7d': -2.15}}",1077.0,3220616.0
Marscoin,MARS,marscoin,28279074.0,1530459364.0,,"{'USD': {'price': 0.00838088, 'volume_24h': 106.613, 'market_cap': 237004.0, 'percent_change_1h': -0.51, 'percent_change_24h': 7.94, 'percent_change_7d': 18.7}}",1163.0,28279074.0
Cashcoin,CASH,cashcoin,47675905.0,1530459364.0,,"{'USD': {'price': 0.00825485, 'volume_24h': 1.03236, 'market_cap': 393557.0, 'percent_change_1h': -18.55, 'percent_change_24h': -23.7, 'percent_change_7d': 32.15}}",1113.0,47675905.0
Omni,OMNI,omni,561185.0,1530473103.0,,"{'USD': {'price': 16.6945, 'volume_24h': 22042.7, 'market_cap': 9368706.0, 'percent_change_1h': -0.88, 'percent_change_24h': -3.52, 'percent_change_7d': 5.18}}",427.0,617501.0
Catcoin,CAT,catcoin,6543100.0,1530473103.0,,"{'USD': {'price': 0.015269, 'volume_24h': 227.468, 'market_cap': 99907.0, 'percent_change_1h': -0.66, 'percent_change_24h': 0.02, 'percent_change_7d': 5.19}}",1239.0,6543100.0
MAZA,MAZA,mazacoin,1055345280.0,1530459376.0,,"{'USD': {'price': 0.000567127, 'volume_24h': 3061.12, 'market_cap': 598515.0, 'percent_change_1h': -0.51, 'percent_change_24h': 2.82, 'percent_change_7d': 6.82}}",870.0,1371778720.0
Uniform Fiscal Object,UFO,uniform-fiscal-object,3635118137.0,1530459364.0,4000000000.0,"{'USD': {'price': 0.000441099, 'volume_24h': 249.697, 'market_cap': 1603447.0, 'percent_change_1h': -3.9, 'percent_change_24h': -1.09, 'percent_change_7d': -8.34}}",1051.0,3635118137.0
FedoraCoin,TIPS,fedoracoin,212269865434.0,1530473103.0,,"{'USD': {'price': 1.34887e-05, 'volume_24h': 18301.5, 'market_cap': 2863245.0, 'percent_change_1h': 1.84, 'percent_change_24h': -0.07, 'percent_change_7d': -9.7}}",665.0,482759907611.0
RonPaulCoin,RPC,ronpaulcoin,944704.0,1530473103.0,,"{'USD': {'price': 0.143225, 'volume_24h': 115.247, 'market_cap': 135305.0, 'percent_change_1h': -0.31, 'percent_change_24h': -2.54, 'percent_change_7d': 26.05}}",1208.0,944704.0
Mooncoin,MOON,mooncoin,224386850851.0,1530473103.0,,"{'USD': {'price': 4.79208e-05, 'volume_24h': 2260.8, 'market_cap': 10752797.0, 'percent_change_1h': -4.64, 'percent_change_24h': 14.54, 'percent_change_7d': 23.58}}",395.0,224386850851.0
Dimecoin,DIME,dimecoin,539096740560.0,1530473103.0,,"{'USD': {'price': 1.5915e-05, 'volume_24h': 6673.72, 'market_cap': 8579725.0, 'percent_change_1h': -0.6, 'percent_change_24h': -35.37, 'percent_change_7d': -19.3}}",448.0,539096740560.0
Myriad,XMY,myriad,1586015750.0,1530459364.0,,"{'USD': {'price': 0.00359377, 'volume_24h': 32003.0, 'market_cap': 5699776.0, 'percent_change_1h': -3.83, 'percent_change_24h': -6.55, 'percent_change_7d': -9.9}}",519.0,1586015750.0
Skeincoin,SKC,skeincoin,13377285.0,1530459361.0,,"{'USD': {'price': 0.0274112, 'volume_24h': 353.183, 'market_cap': 366687.0, 'percent_change_1h': -0.51, 'percent_change_24h': -0.99, 'percent_change_7d': 10.59}}",1135.0,16465394.0
42-coin,42,42-coin,42.0,1530473101.0,,"{'USD': {'price': 26210.7, 'volume_24h': 1863.9, 'market_cap': 1100849.0, 'percent_change_1h': 0.69, 'percent_change_24h': 6.76, 'percent_change_7d': 17.4}}",811.0,42.0
Bitcoin Scrypt,BTCS,bitcoin-scrypt,17436125.0,1530459365.0,,"{'USD': {'price': 0.0207317, 'volume_24h': 557.766, 'market_cap': 361481.0, 'percent_change_1h': -0.51, 'percent_change_24h': -0.99, 'percent_change_7d': 5.73}}",913.0,17436125.0
Coin(O),CNO,coin,105330567.0,1530459362.0,,"{'USD': {'price': 0.00138631, 'volume_24h': 145.657, 'market_cap': 146021.0, 'percent_change_1h': -0.51, 'percent_change_24h': -0.99, 'percent_change_7d': 27.86}}",1203.0,105330567.0
ECC,ECC,eccoin,25000000000.0,1530459361.0,25000000000.0,"{'USD': {'price': 0.00063028, 'volume_24h': 12612.7, 'market_cap': 15757000.0, 'percent_change_1h': -0.51, 'percent_change_24h': -0.97, 'percent_change_7d': -1.24}}",319.0,25000000000.0
MonaCoin,MONA,monacoin,60550175.0,1530459365.0,,"{'USD': {'price': 2.02221, 'volume_24h': 329652.0, 'market_cap': 122445169.0, 'percent_change_1h': -0.48, 'percent_change_24h': -4.02, 'percent_change_7d': -3.85}}",72.0,60550175.0
Rubycoin,RBY,rubycoin,25790862.0,1530459365.0,,"{'USD': {'price': 0.264793, 'volume_24h': 2724.21, 'market_cap': 6829240.0, 'percent_change_1h': -0.53, 'percent_change_24h': -7.99, 'percent_change_7d': -13.11}}",484.0,25790862.0
Vertcoin,VTC,vertcoin,44894450.0,1530473103.0,84000000.0,"{'USD': {'price': 0.854615, 'volume_24h': 646731.0, 'market_cap': 38367470.0, 'percent_change_1h': -0.81, 'percent_change_24h': -0.72, 'percent_change_7d': -1.57}}",183.0,44894450.0
FlutterCoin,FLT,fluttercoin,,,,,,
KlondikeCoin,KDC,klondikecoin,,1530473103.0,,"{'USD': {'price': 0.010663, 'volume_24h': 81.069, 'market_cap': None, 'percent_change_1h': -0.31, 'percent_change_24h': 19.39, 'percent_change_7d': 21.53}}",1519.0,
FairCoin,FAIR,faircoin,,,,,,
RedCoin,RED,redcoin,74107896.0,1530473104.0,,"{'USD': {'price': 0.0012619, 'volume_24h': 301.53, 'market_cap': 93517.0, 'percent_change_1h': -0.31, 'percent_change_24h': -0.39, 'percent_change_7d': 8.75}}",1241.0,74107896.0
e-Gulden,EFL,e-gulden,,,,,,
Gulden,NLG,gulden,,,,,,
Polcoin,PLC,polcoin,,,,,,
Groestlcoin,GRS,groestlcoin,,,,,,
PetroDollar,XPD,petrodollar,,,,,,
DigiByte,DGB,digibyte,10466434507.0,1530473104.0,21000000000.0,"{'USD': {'price': 0.0249283, 'volume_24h': 1240590.0, 'market_cap': 260910419.0, 'percent_change_1h': -0.12, 'percent_change_24h': -0.76, 'percent_change_7d': 28.24}}",45.0,10466434507.0
WhiteCoin,XWC,whitecoin,,,,,,
AsiaCoin,AC,asiacoin,,,,,,
PopularCoin,POP,popularcoin,,,,,,
